"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.RDB"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"0.3"	"0.02"	"1"	"21"	"MLE"	"0.80184"	"0.41934"	"0.43654"	"0.373"	"0.99114"	"0.01199"	"25.03685"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"22"	"MLE"	"1.0345"	"0.28541"	"0.28605"	"0.28209"	"0.98965"	"0.01503"	"23.22832"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"23"	"MLE"	"1.09082"	"0.25501"	"0.30403"	"0.24588"	"0.99252"	"0.0131"	"24.33077"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"24"	"MLE"	"0.96313"	"0.3214"	"0.28899"	"0.29668"	"0.98604"	"0.01648"	"22.49469"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"25"	"MLE"	"0.92888"	"0.3367"	"0.32829"	"0.32036"	"0.98133"	"0.01912"	"21.30516"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"26"	"MLE"	"1.10525"	"0.26823"	"0.24091"	"0.28482"	"0.99279"	"0.01252"	"24.69145"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"27"	"MLE"	"0.86994"	"0.35528"	"0.34194"	"0.36657"	"0.99712"	"0.00713"	"29.19284"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"28"	"MLE"	"0.9973"	"0.28322"	"0.28821"	"0.31526"	"0.99021"	"0.01369"	"23.97789"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"29"	"MLE"	"1.03108"	"0.31156"	"0.28549"	"0.28224"	"0.99464"	"0.01085"	"25.83449"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"30"	"MLE"	"1.06888"	"0.28222"	"0.28221"	"0.26841"	"0.99871"	"0.00528"	"31.59594"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"31"	"MLE"	"1.43642"	"0.18698"	"0.19779"	"0.19135"	"0.99842"	"0.00621"	"30.30254"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"32"	"MLE"	"0.97399"	"0.27464"	"0.31034"	"0.3069"	"0.99091"	"0.01355"	"24.0578"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"33"	"MLE"	"1.16058"	"0.25947"	"0.24957"	"0.24818"	"0.99038"	"0.01486"	"23.32208"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"34"	"MLE"	"1.37677"	"0.19795"	"0.21798"	"0.20349"	"0.98854"	"0.01629"	"22.58529"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"35"	"MLE"	"0.99759"	"0.3001"	"0.28758"	"0.32849"	"0.99016"	"0.01372"	"23.95857"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"36"	"MLE"	"1.1503"	"0.24734"	"0.26191"	"0.25273"	"0.99163"	"0.01353"	"24.07268"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"37"	"MLE"	"1.11351"	"0.28106"	"0.27308"	"0.26717"	"0.99412"	"0.01147"	"25.39211"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"38"	"MLE"	"0.82764"	"0.36968"	"0.41328"	"0.39204"	"0.97353"	"0.02051"	"20.74364"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"39"	"MLE"	"0.97331"	"0.30809"	"0.28083"	"0.31085"	"0.98369"	"0.01754"	"21.99348"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"40"	"MLE"	"0.85408"	"0.37586"	"0.35284"	"0.33593"	"0.9763"	"0.01908"	"21.32044"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"41"	"MLE"	"1.36555"	"0.20375"	"0.20794"	"0.21056"	"0.99863"	"0.00582"	"30.82218"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"42"	"MLE"	"1.02283"	"0.30302"	"0.29967"	"0.27949"	"0.99103"	"0.01343"	"24.13321"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"43"	"MLE"	"1.05603"	"0.29323"	"0.27073"	"0.26833"	"0.97595"	"0.02142"	"20.39487"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"44"	"MLE"	"1.33426"	"0.21544"	"0.20653"	"0.22524"	"0.9951"	"0.0111"	"25.65199"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"45"	"MLE"	"0.88363"	"0.36549"	"0.33338"	"0.36412"	"0.9924"	"0.01198"	"25.04496"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"46"	"MLE"	"0.85845"	"0.36491"	"0.38635"	"0.36348"	"0.99213"	"0.01221"	"24.88922"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"47"	"MLE"	"1.03592"	"0.28915"	"0.29745"	"0.28445"	"0.99356"	"0.01167"	"25.2538"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"48"	"MLE"	"1.06878"	"0.27532"	"0.28716"	"0.25008"	"0.98355"	"0.01971"	"21.06152"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"49"	"MLE"	"1.12268"	"0.23411"	"0.28513"	"0.27018"	"0.98353"	"0.01894"	"21.38043"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"50"	"MLE"	"0.8232"	"0.39411"	"0.36602"	"0.39207"	"0.99788"	"0.006"	"30.57801"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"51"	"MLE"	"0.97903"	"0.29994"	"0.32452"	"0.30668"	"0.99582"	"0.00933"	"27.04648"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"52"	"MLE"	"0.80306"	"0.39007"	"0.39675"	"0.36371"	"0.98042"	"0.01832"	"21.64657"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"53"	"MLE"	"1.06586"	"0.28452"	"0.27701"	"0.27168"	"0.98258"	"0.02029"	"20.83072"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"54"	"MLE"	"1.00121"	"0.30282"	"0.29174"	"0.29217"	"0.98709"	"0.01674"	"22.36683"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"55"	"MLE"	"0.98977"	"0.29399"	"0.30516"	"0.3058"	"0.99357"	"0.01094"	"25.77396"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"56"	"MLE"	"1.0356"	"0.27358"	"0.29769"	"0.29491"	"0.99148"	"0.01378"	"23.92309"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"57"	"MLE"	"1.10511"	"0.28474"	"0.2482"	"0.26456"	"0.9956"	"0.01"	"26.48792"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"58"	"MLE"	"1.15665"	"0.26123"	"0.22186"	"0.24543"	"0.99274"	"0.01296"	"24.41457"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"59"	"MLE"	"1.07385"	"0.26371"	"0.27456"	"0.27284"	"0.99573"	"0.00929"	"27.0778"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"60"	"MLE"	"0.87532"	"0.31686"	"0.34283"	"0.37195"	"0.96271"	"0.02523"	"19.08548"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"61"	"MLE"	"1.14631"	"0.22946"	"0.28203"	"0.25348"	"0.98782"	"0.01641"	"22.5276"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"62"	"MLE"	"0.97507"	"0.32641"	"0.30179"	"0.32442"	"0.99899"	"0.00446"	"32.95326"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"63"	"MLE"	"1.01698"	"0.28652"	"0.31211"	"0.28718"	"0.98751"	"0.01565"	"22.90673"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"64"	"MLE"	"0.91446"	"0.34307"	"0.35163"	"0.33343"	"0.99889"	"0.00455"	"32.78717"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"65"	"MLE"	"1.01546"	"0.29253"	"0.29598"	"0.30108"	"0.98998"	"0.01402"	"23.78507"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"66"	"MLE"	"1.01808"	"0.29222"	"0.28216"	"0.27315"	"0.99103"	"0.01357"	"24.05021"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"67"	"MLE"	"0.84466"	"0.38106"	"0.33668"	"0.40163"	"0.99918"	"0.00375"	"34.34326"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"68"	"MLE"	"1.24885"	"0.22089"	"0.2334"	"0.21976"	"0.98822"	"0.01632"	"22.57034"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"69"	"MLE"	"0.95865"	"0.31901"	"0.33489"	"0.31405"	"0.99836"	"0.00578"	"30.87005"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"70"	"MLE"	"0.88698"	"0.37702"	"0.33807"	"0.33605"	"0.9843"	"0.01726"	"22.12569"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"71"	"MLE"	"0.79504"	"0.40061"	"0.40999"	"0.37319"	"0.97624"	"0.02023"	"20.85247"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"72"	"MLE"	"1.41804"	"0.19478"	"0.20838"	"0.20038"	"0.97941"	"0.02218"	"20.11755"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"73"	"MLE"	"0.99235"	"0.29751"	"0.29375"	"0.33883"	"0.99833"	"0.00592"	"30.68978"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"74"	"MLE"	"1.01502"	"0.28013"	"0.30132"	"0.3059"	"0.99875"	"0.00514"	"31.81164"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"75"	"MLE"	"1.18421"	"0.24491"	"0.25057"	"0.24871"	"0.98869"	"0.01632"	"22.56902"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"76"	"MLE"	"0.91972"	"0.33512"	"0.3627"	"0.31651"	"0.98784"	"0.01591"	"22.77619"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"77"	"MLE"	"0.91674"	"0.3479"	"0.32202"	"0.33507"	"0.98871"	"0.01492"	"23.29086"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"78"	"MLE"	"0.95258"	"0.3175"	"0.33589"	"0.31079"	"0.99417"	"0.01049"	"26.11006"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"79"	"MLE"	"1.33131"	"0.22619"	"0.19666"	"0.21028"	"0.99817"	"0.0066"	"29.81566"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"80"	"MLE"	"0.94129"	"0.33342"	"0.32308"	"0.30886"	"0.99701"	"0.00756"	"28.72249"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"81"	"MLE"	"1.15566"	"0.24043"	"0.26495"	"0.26248"	"0.99733"	"0.00781"	"28.46373"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"82"	"MLE"	"1.0018"	"0.30002"	"0.29119"	"0.30333"	"0.98993"	"0.01364"	"24.0077"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"83"	"MLE"	"0.88598"	"0.34216"	"0.33341"	"0.34907"	"0.99593"	"0.00844"	"27.84796"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"84"	"MLE"	"1.10444"	"0.26878"	"0.27083"	"0.2621"	"0.99529"	"0.00997"	"26.51475"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"85"	"MLE"	"0.78735"	"0.39364"	"0.41583"	"0.37871"	"0.99373"	"0.00983"	"26.62504"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"86"	"MLE"	"1.04981"	"0.2896"	"0.28708"	"0.28803"	"0.98469"	"0.01814"	"21.72721"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"87"	"MLE"	"1.16807"	"0.26785"	"0.24053"	"0.2285"	"0.99784"	"0.00704"	"29.30182"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"88"	"MLE"	"1.21749"	"0.23012"	"0.23268"	"0.23414"	"0.98901"	"0.01607"	"22.69465"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"89"	"MLE"	"0.92372"	"0.34566"	"0.33268"	"0.33138"	"0.99862"	"0.00516"	"31.77708"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"90"	"MLE"	"1.31357"	"0.2358"	"0.22062"	"0.22193"	"0.9881"	"0.01674"	"22.36961"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"91"	"MLE"	"0.96251"	"0.32206"	"0.34057"	"0.3065"	"0.98536"	"0.01691"	"22.28701"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"92"	"MLE"	"1.02375"	"0.2857"	"0.29103"	"0.29152"	"0.98112"	"0.01893"	"21.38276"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"93"	"MLE"	"0.86379"	"0.34146"	"0.34275"	"0.36755"	"0.98785"	"0.01509"	"23.19997"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"94"	"MLE"	"0.921"	"0.32514"	"0.31878"	"0.34014"	"0.99466"	"0.0101"	"26.40716"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"95"	"MLE"	"1.21964"	"0.22116"	"0.24196"	"0.2512"	"0.99393"	"0.01168"	"25.24758"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"96"	"MLE"	"0.98115"	"0.31694"	"0.29398"	"0.30934"	"0.98401"	"0.01831"	"21.65033"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"97"	"MLE"	"0.81728"	"0.40536"	"0.38875"	"0.37988"	"0.95934"	"0.02673"	"18.62395"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"98"	"MLE"	"1.10672"	"0.27993"	"0.27075"	"0.26334"	"0.99815"	"0.0064"	"30.05988"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"99"	"MLE"	"1.00485"	"0.30438"	"0.31125"	"0.29123"	"0.98931"	"0.01506"	"23.21654"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"100"	"MLE"	"0.87189"	"0.37115"	"0.32695"	"0.37961"	"0.99589"	"0.00877"	"27.54332"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"1"	"MLE"	"0.92008"	"0.31721"	"0.33795"	"0.25766"	"0.96023"	"0.02585"	"18.89119"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"2"	"MLE"	"0.78228"	"0.47075"	"0.4143"	"0.36027"	"0.96498"	"0.0235"	"19.65292"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"3"	"MLE"	"0.9019"	"0.3359"	"0.41511"	"0.37179"	"0.95076"	"0.02994"	"17.71654"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"4"	"MLE"	"0.99674"	"0.23879"	"0.30477"	"0.31968"	"0.92209"	"0.04051"	"15.29769"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"5"	"MLE"	"0.81214"	"0.42134"	"0.27368"	"0.41528"	"0.95278"	"0.02679"	"18.60727"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"6"	"MLE"	"1.08432"	"0.25441"	"0.29794"	"0.29493"	"0.97616"	"0.02324"	"19.74235"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"7"	"MLE"	"0.90902"	"0.37556"	"0.29259"	"0.35897"	"0.88737"	"0.05041"	"13.54872"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"8"	"MLE"	"0.99524"	"0.25"	"0.36095"	"0.30182"	"0.99591"	"0.00929"	"27.08014"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"9"	"MLE"	"1.28798"	"0.15909"	"0.2608"	"0.23949"	"0.88444"	"0.05572"	"12.74769"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"10"	"MLE"	"2.28397"	"0.10451"	"0.11984"	"0.12383"	"0.99109"	"0.01632"	"22.5723"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"11"	"MLE"	"0.69"	"0.47834"	"0.47942"	"0.57952"	"0.86014"	"0.04063"	"15.27477"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"12"	"MLE"	"1.02001"	"0.2962"	"0.27072"	"0.30287"	"0.95084"	"0.03121"	"17.38479"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"13"	"MLE"	"1.13544"	"0.2727"	"0.23635"	"0.28237"	"0.91719"	"0.0414"	"15.12502"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"14"	"MLE"	"0.87142"	"0.33755"	"0.30793"	"0.37194"	"0.89754"	"0.04364"	"14.70333"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"15"	"MLE"	"0.55186"	"0.55955"	"0.6919"	"0.54034"	"0.76564"	"0.04871"	"13.82315"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"16"	"MLE"	"0.86076"	"0.42588"	"0.34735"	"0.36118"	"0.87797"	"0.04491"	"14.47255"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"17"	"MLE"	"2.82035"	"0.09361"	"0.12502"	"0.08096"	"0.97091"	"0.03159"	"17.28805"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"18"	"MLE"	"5.16"	"0.03969"	"0.05571"	"0.04168"	"0.99293"	"0.01441"	"23.56534"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"19"	"MLE"	"1.52593"	"0.20079"	"0.18061"	"0.17481"	"0.98548"	"0.01886"	"21.41624"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"20"	"MLE"	"1.04102"	"0.3079"	"0.25809"	"0.2594"	"0.94239"	"0.03887"	"15.62858"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"21"	"MLE"	"5.98363"	"0.03583"	"0.04034"	"0.04576"	"0.9827"	"0.02411"	"19.44933"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"22"	"MLE"	"0.82367"	"0.35619"	"0.36672"	"0.38845"	"0.99511"	"0.00883"	"27.48499"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"23"	"MLE"	"0.78483"	"0.3565"	"0.446"	"0.50072"	"0.89403"	"0.03935"	"15.53118"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"24"	"MLE"	"0.73754"	"0.53934"	"0.43461"	"0.36459"	"0.90686"	"0.0352"	"16.42326"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"25"	"MLE"	"0.75524"	"0.49691"	"0.51054"	"0.39498"	"0.9662"	"0.02265"	"19.94877"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"26"	"MLE"	"1.46733"	"0.18167"	"0.17214"	"0.17437"	"0.93299"	"0.03885"	"15.63378"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"27"	"MLE"	"1.0949"	"0.2921"	"0.24168"	"0.31576"	"0.88132"	"0.05322"	"13.1149"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"28"	"MLE"	"0.88239"	"0.33401"	"0.39116"	"0.32562"	"0.9426"	"0.03178"	"17.23951"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"29"	"MLE"	"1.0736"	"0.29223"	"0.3243"	"0.27074"	"0.99451"	"0.01099"	"25.73455"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"30"	"MLE"	"0.8582"	"0.31307"	"0.3629"	"0.41622"	"0.85929"	"0.05881"	"12.31658"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"31"	"MLE"	"4.25437"	"0.07394"	"0.04502"	"0.05685"	"0.95812"	"0.03585"	"16.27661"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"32"	"MLE"	"0.82896"	"0.32654"	"0.41653"	"0.36389"	"0.80521"	"0.05954"	"12.21709"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"33"	"MLE"	"1.23644"	"0.24812"	"0.25249"	"0.21398"	"0.98318"	"0.02084"	"20.61371"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"34"	"MLE"	"1.2349"	"0.25768"	"0.21767"	"0.26195"	"0.96965"	"0.02741"	"18.42266"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"35"	"MLE"	"0.92572"	"0.3433"	"0.38922"	"0.28719"	"0.91005"	"0.04506"	"14.44591"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"36"	"MLE"	"1.07399"	"0.30831"	"0.27266"	"0.20761"	"0.97634"	"0.02164"	"20.31516"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"37"	"MLE"	"1.67751"	"0.17478"	"0.16456"	"0.14977"	"0.9018"	"0.05111"	"13.43803"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"38"	"MLE"	"1.0519"	"0.33888"	"0.24581"	"0.33377"	"0.97082"	"0.02859"	"18.086"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"39"	"MLE"	"0.79911"	"0.4091"	"0.37372"	"0.44627"	"0.96358"	"0.02297"	"19.83602"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"40"	"MLE"	"0.7915"	"0.48087"	"0.35845"	"0.38627"	"0.99236"	"0.01145"	"25.40518"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"41"	"MLE"	"0.83085"	"0.44523"	"0.33202"	"0.35267"	"0.79762"	"0.05699"	"12.56754"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"42"	"MLE"	"1.11288"	"0.23432"	"0.31822"	"0.21687"	"0.9464"	"0.0378"	"15.85169"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"43"	"MLE"	"1.36342"	"0.21595"	"0.16125"	"0.23321"	"0.98675"	"0.01901"	"21.35011"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"44"	"MLE"	"1.07577"	"0.2977"	"0.24561"	"0.28798"	"0.96186"	"0.02701"	"18.54087"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"45"	"MLE"	"1.03901"	"0.33274"	"0.28587"	"0.29359"	"0.89614"	"0.05314"	"13.1278"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"46"	"MLE"	"1.02918"	"0.30661"	"0.3137"	"0.28086"	"0.89207"	"0.05085"	"13.48022"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"47"	"MLE"	"0.93891"	"0.35258"	"0.25685"	"0.29537"	"0.90771"	"0.03939"	"15.52148"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"48"	"MLE"	"2.31992"	"0.09836"	"0.12222"	"0.14945"	"0.97649"	"0.02806"	"18.2364"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"49"	"MLE"	"0.90616"	"0.37801"	"0.40258"	"0.31319"	"0.97636"	"0.0226"	"19.96697"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"50"	"MLE"	"0.74101"	"0.50317"	"0.30621"	"0.40608"	"0.96863"	"0.02204"	"20.16739"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"51"	"MLE"	"0.91234"	"0.37705"	"0.33157"	"0.33961"	"0.89241"	"0.05352"	"13.07024"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"52"	"MLE"	"1.14394"	"0.20436"	"0.24482"	"0.2726"	"0.95242"	"0.03035"	"17.60855"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"53"	"MLE"	"0.81809"	"0.36287"	"0.3456"	"0.45109"	"0.99674"	"0.00762"	"28.66526"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"54"	"MLE"	"1.28976"	"0.2021"	"0.24083"	"0.23628"	"0.96529"	"0.02782"	"18.30461"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"55"	"MLE"	"1.00085"	"0.24752"	"0.35682"	"0.30792"	"0.99502"	"0.01046"	"26.12924"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"56"	"MLE"	"0.93207"	"0.33709"	"0.34345"	"0.22203"	"0.94927"	"0.03108"	"17.41822"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"57"	"MLE"	"1.64195"	"0.17799"	"0.16867"	"0.15095"	"0.97356"	"0.02843"	"18.13173"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"58"	"MLE"	"0.7228"	"0.50644"	"0.43164"	"0.44961"	"0.8585"	"0.04107"	"15.18799"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"59"	"MLE"	"1.11339"	"0.23705"	"0.25199"	"0.3088"	"0.99503"	"0.01084"	"25.84377"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"60"	"MLE"	"2.19229"	"0.11191"	"0.13573"	"0.13426"	"0.96561"	"0.03411"	"16.67484"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"61"	"MLE"	"1.80997"	"0.12812"	"0.15313"	"0.13217"	"0.96161"	"0.03058"	"17.54692"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"62"	"MLE"	"1.07409"	"0.29106"	"0.22658"	"0.29423"	"0.95072"	"0.03265"	"17.023"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"63"	"MLE"	"0.90047"	"0.30084"	"0.32749"	"0.39146"	"0.92797"	"0.03557"	"16.33813"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"64"	"MLE"	"0.84782"	"0.30135"	"0.4095"	"0.35501"	"0.9955"	"0.00891"	"27.41347"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"65"	"MLE"	"0.75749"	"0.41392"	"0.47439"	"0.3847"	"0.90393"	"0.03482"	"16.50873"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"66"	"MLE"	"1.46266"	"0.20156"	"0.2321"	"0.20141"	"0.92816"	"0.04735"	"14.04944"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"67"	"MLE"	"2.14916"	"0.12485"	"0.10045"	"0.13267"	"0.99452"	"0.012"	"25.02997"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"68"	"MLE"	"0.65547"	"0.56875"	"0.51361"	"0.57675"	"0.95891"	"0.02273"	"19.92226"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"69"	"MLE"	"0.69744"	"0.4537"	"0.49506"	"0.53948"	"0.91413"	"0.03205"	"17.17261"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"70"	"MLE"	"2.13786"	"0.1329"	"0.12524"	"0.15442"	"0.98987"	"0.01793"	"21.82082"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"71"	"MLE"	"1.2483"	"0.21297"	"0.24167"	"0.22655"	"0.95373"	"0.03581"	"16.28471"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"72"	"MLE"	"1.44094"	"0.17676"	"0.17522"	"0.20031"	"0.94161"	"0.0391"	"15.58118"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"73"	"MLE"	"1.24968"	"0.26633"	"0.24132"	"0.23536"	"0.8924"	"0.05055"	"13.52648"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"74"	"MLE"	"1.28121"	"0.19749"	"0.24823"	"0.23718"	"0.97808"	"0.0251"	"19.12737"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"75"	"MLE"	"0.90383"	"0.3125"	"0.41488"	"0.29976"	"0.84526"	"0.05942"	"12.23401"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"76"	"MLE"	"1.31953"	"0.22388"	"0.25399"	"0.20624"	"0.83461"	"0.05978"	"12.18515"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"77"	"MLE"	"1.56285"	"0.20119"	"0.21982"	"0.11749"	"0.93901"	"0.04279"	"14.85993"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"78"	"MLE"	"0.81042"	"0.39709"	"0.37372"	"0.44106"	"0.88145"	"0.04113"	"15.17707"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"79"	"MLE"	"1.05112"	"0.23231"	"0.26418"	"0.25091"	"0.98295"	"0.01864"	"21.5083"	NA
