"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"-0.1"	"0.02"	"1"	"1"	"MLE"	"0.95829"	"-0.11621"	"-0.09873"	"-0.11152"	"0.9868"	"0.0105"	"26.09792"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"2"	"MLE"	"0.46392"	"-0.2094"	"-0.16683"	"-0.25307"	"0.96821"	"0.0179"	"21.83193"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"3"	"MLE"	"1.4107"	"-0.07229"	"-0.06915"	"-0.07928"	"0.98945"	"0.00923"	"27.13412"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"4"	"MLE"	"1.75107"	"-0.06146"	"-0.06175"	"-0.0576"	"0.95292"	"0.01939"	"21.19183"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"5"	"MLE"	"1.26981"	"-0.07977"	"-0.06664"	"-0.08985"	"0.99508"	"0.00595"	"30.64523"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"6"	"max"	"0.1"	"-0.5852"	"-0.75893"	"-0.61226"	"0.52793"	"0.05171"	"13.34558"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"7"	"MLE"	"0.43624"	"-0.14129"	"-0.28119"	"-0.25838"	"0.9576"	"0.02211"	"20.14261"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"8"	"max"	"0.1"	"-0.70496"	"-0.77868"	"-0.60785"	"0.59699"	"0.05411"	"12.98285"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"9"	"MLE"	"1.06169"	"-0.09765"	"-0.08381"	"-0.07576"	"0.97489"	"0.01247"	"24.7259"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"10"	"MLE"	"0.38353"	"-0.2633"	"-0.21115"	"-0.24852"	"0.99101"	"0.0093"	"27.07076"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"11"	"RDB"	"0.70527"	"-0.11623"	"-0.13519"	"-0.13012"	"0.9237"	"0.01971"	"21.06298"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"12"	"MLE"	"0.25886"	"-0.30136"	"-0.39783"	"-0.33429"	"0.9849"	"0.01315"	"24.29698"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"13"	"max"	"0.1"	"-0.7381"	"-0.55402"	"-0.67581"	"0.68352"	"0.04585"	"14.30823"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"14"	"max"	"0.1"	"-0.74937"	"-0.65499"	"-0.65124"	"0.57238"	"0.05133"	"13.40407"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"15"	"max"	"0.1"	"-0.68971"	"-0.60958"	"-0.58241"	"0.55087"	"0.04419"	"14.60177"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"16"	"MLE"	"0.73716"	"-0.13972"	"-0.12633"	"-0.1302"	"0.9935"	"0.00692"	"29.44066"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"17"	"MLE"	"0.89153"	"-0.11481"	"-0.10642"	"-0.10563"	"0.97929"	"0.01189"	"25.10529"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"18"	"max"	"0.1"	"-0.64993"	"-0.74328"	"-0.67493"	"0.67451"	"0.04736"	"14.04872"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"19"	"max"	"0.1"	"-0.68704"	"-0.85284"	"-0.51006"	"0.70422"	"0.04652"	"14.19195"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"20"	"RDB"	"1.29325"	"-0.08701"	"-0.07073"	"-0.08286"	"0.98737"	"0.00943"	"26.95636"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"21"	"MLE"	"0.52"	"-0.22295"	"-0.16959"	"-0.15055"	"0.97068"	"0.01592"	"22.76987"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"22"	"MLE"	"0.36848"	"-0.27967"	"-0.17886"	"-0.29083"	"0.97481"	"0.01539"	"23.04062"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"23"	"max"	"0.1"	"-0.71277"	"-0.74645"	"-0.56194"	"0.53173"	"0.05291"	"13.16186"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"24"	"MLE"	"0.50593"	"-0.22009"	"-0.19824"	"-0.15479"	"0.97584"	"0.01473"	"23.38975"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"25"	"RDB"	"0.29881"	"-0.36958"	"-0.24497"	"-0.31997"	"0.87959"	"0.03143"	"17.32783"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"26"	"MLE"	"0.68105"	"-0.14476"	"-0.13108"	"-0.15536"	"0.98168"	"0.01193"	"25.0777"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"27"	"max"	"0.1"	"-0.63383"	"-0.8023"	"-0.61093"	"0.67438"	"0.04727"	"14.06426"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"28"	"max"	"0.1"	"-0.72228"	"-0.75515"	"-0.51742"	"0.56859"	"0.05048"	"13.53828"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"29"	"max"	"0.1"	"-0.58883"	"-0.69218"	"-0.68662"	"0.58912"	"0.04932"	"13.72403"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"30"	"MLE"	"2.55323"	"-0.04433"	"-0.03358"	"-0.04392"	"0.99271"	"0.00726"	"29.04622"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"31"	"MLE"	"0.48417"	"-0.16435"	"-0.22863"	"-0.20276"	"0.95156"	"0.02191"	"20.21591"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"32"	"MLE"	"0.42099"	"-0.25277"	"-0.20474"	"-0.22056"	"0.94504"	"0.02169"	"20.29491"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"33"	"max"	"0.1"	"-0.66881"	"-0.73365"	"-0.68716"	"0.64378"	"0.04899"	"13.77799"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"34"	"MLE"	"0.63034"	"-0.1856"	"-0.1683"	"-0.13644"	"0.9751"	"0.01524"	"23.12152"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"35"	"MLE"	"0.66721"	"-0.11544"	"-0.16196"	"-0.16161"	"0.95448"	"0.02056"	"20.72561"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"36"	"max"	"0.1"	"-0.79257"	"-0.71542"	"-0.61426"	"0.69721"	"0.04776"	"13.9809"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"37"	"MLE"	"1.95447"	"-0.0525"	"-0.03826"	"-0.06085"	"0.98511"	"0.01043"	"26.15276"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"38"	"MLE"	"3.93462"	"-0.03351"	"-0.01926"	"-0.02555"	"0.99065"	"0.00818"	"28.09972"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"39"	"MLE"	"0.7142"	"-0.1329"	"-0.1397"	"-0.1387"	"0.99308"	"0.00735"	"28.95441"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"40"	"MLE"	"1.53398"	"-0.06902"	"-0.05902"	"-0.06766"	"0.97543"	"0.01289"	"24.46056"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"41"	"max"	"0.1"	"-0.76817"	"-0.75074"	"-0.59653"	"0.6386"	"0.052"	"13.30007"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"42"	"max"	"0.1"	"-0.71149"	"-0.7026"	"-0.61052"	"0.52362"	"0.05244"	"13.23339"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"43"	"MLE"	"0.298"	"-0.29229"	"-0.29417"	"-0.33167"	"0.94839"	"0.02487"	"19.2013"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"44"	"MLE"	"1.00583"	"-0.10486"	"-0.11174"	"-0.08041"	"0.95947"	"0.01788"	"21.83903"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"45"	"max"	"0.1"	"-0.77535"	"-0.43702"	"-0.89083"	"0.58417"	"0.05565"	"12.75784"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"46"	"MLE"	"0.95796"	"-0.09769"	"-0.11356"	"-0.11252"	"0.99068"	"0.00867"	"27.63272"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"47"	"RDB"	"3.135"	"-0.03048"	"-0.03032"	"-0.03251"	"0.90017"	"0.02124"	"20.46448"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"48"	"MLE"	"0.96957"	"-0.12263"	"-0.10511"	"-0.10151"	"0.97549"	"0.01529"	"23.09548"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"49"	"MLE"	"2.02187"	"-0.04622"	"-0.05699"	"-0.04907"	"0.9471"	"0.0188"	"21.43901"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"50"	"RDB"	"0.77653"	"-0.1276"	"-0.08249"	"-0.15526"	"0.94841"	"0.01787"	"21.84682"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"51"	"MLE"	"1.29152"	"-0.08322"	"-0.08827"	"-0.06314"	"0.94001"	"0.02173"	"20.2795"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"52"	"max"	"0.1"	"-0.67297"	"-0.80885"	"-0.6082"	"0.71967"	"0.04599"	"14.28374"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"53"	"MLE"	"0.59805"	"-0.16822"	"-0.11873"	"-0.16719"	"0.96874"	"0.01472"	"23.3984"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"54"	"MLE"	"1.90921"	"-0.05797"	"-0.05332"	"-0.05715"	"0.97442"	"0.01469"	"23.41198"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"55"	"MLE"	"0.35366"	"-0.2664"	"-0.25488"	"-0.23132"	"0.9783"	"0.0135"	"24.08657"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"56"	"MLE"	"1.04582"	"-0.08463"	"-0.10858"	"-0.10643"	"0.95728"	"0.01876"	"21.45833"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"57"	"MLE"	"1.46451"	"-0.07174"	"-0.06474"	"-0.07527"	"0.9774"	"0.01358"	"24.04075"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"58"	"max"	"0.1"	"-0.73473"	"-0.65491"	"-0.64034"	"0.65709"	"0.04606"	"14.27173"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"59"	"MLE"	"0.5057"	"-0.15701"	"-0.2151"	"-0.18284"	"0.97803"	"0.01406"	"23.7615"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"60"	"MLE"	"0.79858"	"-0.13712"	"-0.1398"	"-0.11503"	"0.98431"	"0.01149"	"25.37799"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"61"	"MLE"	"0.41639"	"-0.23165"	"-0.18002"	"-0.2547"	"0.97232"	"0.01628"	"22.59073"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"62"	"max"	"0.1"	"-0.73202"	"-0.55419"	"-0.73019"	"0.62254"	"0.04938"	"13.71462"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"63"	"MLE"	"0.4561"	"-0.20269"	"-0.24528"	"-0.18195"	"0.98268"	"0.01302"	"24.37614"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"64"	"MLE"	"0.5004"	"-0.19128"	"-0.16392"	"-0.19026"	"0.97982"	"0.01225"	"24.86453"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"65"	"MLE"	"0.74459"	"-0.14562"	"-0.11235"	"-0.1594"	"0.98388"	"0.01182"	"25.15553"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"66"	"MLE"	"1.10361"	"-0.09249"	"-0.09128"	"-0.09282"	"0.96764"	"0.01538"	"23.0461"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"67"	"MLE"	"1.49875"	"-0.06944"	"-0.08204"	"-0.05057"	"0.95211"	"0.01974"	"21.04886"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"68"	"MLE"	"0.54064"	"-0.15424"	"-0.20914"	"-0.16171"	"0.98408"	"0.01141"	"25.43299"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"69"	"MLE"	"2.06124"	"-0.04747"	"-0.06703"	"-0.04255"	"0.97797"	"0.01387"	"23.8754"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"70"	"MLE"	"0.4134"	"-0.23127"	"-0.22756"	"-0.21956"	"0.96748"	"0.01731"	"22.09849"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"71"	"max"	"0.1"	"-0.79214"	"-0.64724"	"-0.50553"	"0.67818"	"0.04382"	"14.67029"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"72"	"MLE"	"3.19553"	"-0.03627"	"-0.03008"	"-0.03489"	"0.99766"	"0.00412"	"33.58343"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"73"	"MLE"	"0.58364"	"-0.16475"	"-0.18487"	"-0.18229"	"0.96879"	"0.01706"	"22.21684"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"74"	"MLE"	"0.87836"	"-0.11178"	"-0.10532"	"-0.09691"	"0.98651"	"0.00942"	"26.96842"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"75"	"MLE"	"0.40512"	"-0.21271"	"-0.22999"	"-0.24259"	"0.99406"	"0.00725"	"29.06398"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"76"	"RDB"	"1.98949"	"-0.06317"	"-0.03739"	"-0.05834"	"0.94601"	"0.01856"	"21.5427"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"77"	"MLE"	"1.78658"	"-0.04928"	"-0.0581"	"-0.05262"	"0.92872"	"0.02135"	"20.42177"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"78"	"MLE"	"0.65578"	"-0.14339"	"-0.1501"	"-0.12853"	"0.98608"	"0.00992"	"26.55458"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"79"	"MLE"	"0.28475"	"-0.25251"	"-0.30217"	"-0.34367"	"0.97687"	"0.01402"	"23.78618"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"80"	"MLE"	"0.55995"	"-0.18365"	"-0.19164"	"-0.15175"	"0.96558"	"0.01773"	"21.9064"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"81"	"MLE"	"1.04567"	"-0.10007"	"-0.09629"	"-0.10054"	"0.97946"	"0.01311"	"24.32188"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"82"	"MLE"	"0.24024"	"-0.35367"	"-0.43385"	"-0.25973"	"0.96042"	"0.01942"	"21.18073"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"83"	"max"	"0.1"	"-0.64614"	"-0.49344"	"-1.03309"	"0.68696"	"0.05139"	"13.39476"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"84"	"max"	"0.1"	"-0.66125"	"-0.53692"	"-0.91108"	"0.7136"	"0.04669"	"14.1631"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"85"	"max"	"0.1"	"-0.65906"	"-0.60531"	"-0.75934"	"0.74575"	"0.04232"	"14.94848"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"86"	"MLE"	"4.18646"	"-0.03009"	"-0.02286"	"-0.02166"	"0.98922"	"0.00889"	"27.4342"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"87"	"MLE"	"0.63419"	"-0.19042"	"-0.1451"	"-0.12097"	"0.99236"	"0.00785"	"28.42508"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"88"	"MLE"	"0.44698"	"-0.24286"	"-0.17823"	"-0.22916"	"0.98985"	"0.0101"	"26.41005"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"89"	"MLE"	"1.7702"	"-0.05682"	"-0.05681"	"-0.05266"	"0.98754"	"0.00908"	"27.26604"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"90"	"MLE"	"1.17819"	"-0.09479"	"-0.0906"	"-0.07436"	"0.96577"	"0.01587"	"22.79669"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"91"	"MLE"	"1.10479"	"-0.10232"	"-0.09667"	"-0.09111"	"0.99321"	"0.00757"	"28.72221"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"92"	"MLE"	"2.77149"	"-0.03717"	"-0.03445"	"-0.03784"	"0.98853"	"0.00844"	"27.8449"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"93"	"max"	"0.1"	"-0.88769"	"-0.61776"	"-0.4439"	"0.76297"	"0.03777"	"15.85815"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"94"	"MLE"	"0.65605"	"-0.12367"	"-0.15409"	"-0.14912"	"0.96524"	"0.01633"	"22.56651"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"95"	"MLE"	"4.20919"	"-0.02477"	"-0.02319"	"-0.02815"	"0.9926"	"0.00737"	"28.92842"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"96"	"MLE"	"0.59047"	"-0.1606"	"-0.14177"	"-0.16718"	"0.98747"	"0.00962"	"26.79682"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"97"	"MLE"	"0.94035"	"-0.11135"	"-0.09484"	"-0.11673"	"0.95057"	"0.0216"	"20.32947"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"98"	"MLE"	"0.83432"	"-0.13093"	"-0.10191"	"-0.13454"	"0.99514"	"0.00651"	"29.92689"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"99"	"RDB"	"2.09755"	"-0.03862"	"-0.05645"	"-0.05342"	"0.98819"	"0.00933"	"27.04498"	NA
"stick"	"3"	"-0.1"	"0.02"	"1"	"100"	"MLE"	"0.63887"	"-0.14438"	"-0.15768"	"-0.1493"	"0.97176"	"0.01544"	"23.01483"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"1"	"max"	"0.1"	"-0.42357"	"-0.70137"	"-0.99225"	"0.61397"	"0.0686"	"11.08472"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"2"	"RDB"	"0.1862"	"-0.28304"	"-0.5241"	"-0.47496"	"0.47283"	"0.06022"	"12.12686"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"3"	"MLE"	"0.17101"	"-0.657"	"-0.38716"	"-0.45792"	"0.94206"	"0.02949"	"17.83805"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"4"	"MLE"	"0.2442"	"-0.45643"	"-0.35303"	"-0.2721"	"0.94096"	"0.02578"	"18.91308"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"5"	"MLE"	"0.13677"	"-1.06735"	"-0.2303"	"-0.34553"	"0.9248"	"0.03186"	"17.22084"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"6"	"MLE"	"0.57755"	"-0.27126"	"-0.10309"	"-0.14785"	"0.79568"	"0.05496"	"12.85722"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"7"	"MLE"	"0.54929"	"-0.12696"	"-0.22948"	"-0.10416"	"0.85249"	"0.03558"	"16.33562"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"8"	"MLE"	"0.25525"	"-0.37453"	"-0.49252"	"-0.25636"	"0.89373"	"0.03697"	"16.03073"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"9"	"RDB"	"0.57474"	"-0.13139"	"-0.27106"	"-0.12686"	"0.80439"	"0.04451"	"14.54442"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"10"	"MLE"	"0.87852"	"-0.13225"	"-0.08298"	"-0.10013"	"0.97302"	"0.01414"	"23.71862"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"11"	"max"	"0.1"	"-1.20765"	"-0.322"	"-0.70792"	"0.77965"	"0.05096"	"13.46292"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"12"	"max"	"0.1"	"-0.46148"	"-0.98638"	"-0.5451"	"0.58689"	"0.05772"	"12.46565"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"13"	"MLE"	"0.38278"	"-0.22427"	"-0.30599"	"-0.24161"	"0.90772"	"0.03504"	"16.45796"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"14"	"MLE"	"0.18725"	"-0.46576"	"-0.41887"	"-0.4216"	"0.94549"	"0.02517"	"19.10644"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"15"	"MLE"	"6.21257"	"-0.02323"	"-0.02195"	"-0.01104"	"0.95134"	"0.0228"	"19.89564"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"16"	"max"	"0.1"	"-0.57901"	"-0.99124"	"-0.51331"	"0.38511"	"0.07612"	"10.25242"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"17"	"max"	"0.1"	"-1.06084"	"-0.58681"	"-0.44298"	"0.37011"	"0.06497"	"11.51941"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"18"	"MLE"	"0.44141"	"-0.29868"	"-0.20273"	"-0.18639"	"0.91836"	"0.03239"	"17.08857"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"19"	"MLE"	"0.36337"	"-0.2544"	"-0.37696"	"-0.18096"	"0.72155"	"0.07053"	"10.86225"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"20"	"max"	"0.1"	"-0.38606"	"-1.05515"	"-0.68855"	"0.22487"	"0.09069"	"8.85123"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"21"	"MLE"	"1.07547"	"-0.1375"	"-0.05496"	"-0.13619"	"0.92488"	"0.03263"	"17.02935"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"22"	"MLE"	"1.93783"	"-0.03949"	"-0.05105"	"-0.03288"	"0.93708"	"0.01715"	"22.17627"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"23"	"MLE"	"0.12428"	"-0.07433"	"-0.75193"	"-0.91618"	"0.95368"	"0.02429"	"19.38935"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"24"	"max"	"0.1"	"-0.53326"	"-0.89513"	"-0.63003"	"0.39386"	"0.05979"	"12.18366"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"25"	"MLE"	"0.35253"	"-0.3633"	"-0.24849"	"-0.23475"	"0.90313"	"0.0389"	"15.62198"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"26"	"MLE"	"0.7573"	"-0.10788"	"-0.18431"	"-0.09239"	"0.82939"	"0.04744"	"14.03412"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"27"	"MLE"	"3.97365"	"-0.03278"	"-0.02063"	"-0.02546"	"0.99235"	"0.0073"	"29.00806"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"28"	"RDB"	"0.29884"	"-0.36096"	"-0.21336"	"-0.26549"	"0.70952"	"0.04229"	"14.95496"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"29"	"MLE"	"0.20733"	"-0.27534"	"-0.47627"	"-0.45162"	"0.89561"	"0.03554"	"16.3448"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"30"	"MLE"	"3.03615"	"-0.03328"	"-0.03561"	"-0.04267"	"0.83032"	"0.036"	"16.24309"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"31"	"MLE"	"0.35013"	"-0.25976"	"-0.33108"	"-0.28034"	"0.90598"	"0.03669"	"16.0903"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"32"	"MLE"	"0.18783"	"-0.51247"	"-0.16653"	"-0.6319"	"0.8421"	"0.05047"	"13.54006"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"33"	"MLE"	"4.5616"	"-0.02287"	"-0.01895"	"-0.01788"	"0.79093"	"0.04171"	"15.06458"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"34"	"max"	"0.13738"	"-1.01164"	"-0.80766"	"0.02754"	"0.68684"	"0.0634"	"11.71529"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"35"	"MLE"	"0.346"	"-0.39863"	"-0.15569"	"-0.35141"	"0.98456"	"0.0149"	"23.30052"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"36"	"max"	"0.1"	"-0.76907"	"-0.63578"	"-0.55735"	"0.44453"	"0.05504"	"12.84573"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"37"	"max"	"0.1"	"-0.38189"	"-0.96815"	"-0.66157"	"0.42538"	"0.07372"	"10.50802"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"38"	"max"	"0.1"	"-0.66097"	"-0.67848"	"-0.70116"	"0.52825"	"0.07209"	"10.68761"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"39"	"RDB"	"0.31164"	"-0.26892"	"-0.29569"	"-0.29821"	"0.59452"	"0.05478"	"12.88357"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"40"	"max"	"0.1"	"-0.76671"	"-0.7427"	"-0.50808"	"-0.6848"	"0.08017"	"9.83746"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"41"	"RDB"	"0.11247"	"-1.04154"	"-0.4554"	"-0.48645"	"0.34419"	"0.08024"	"9.82991"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"42"	"RDB"	"0.56485"	"-0.15676"	"-0.19323"	"-0.12122"	"0.54763"	"0.04862"	"13.83824"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"43"	"max"	"0.1"	"-0.64854"	"-0.72383"	"-0.69805"	"0.53994"	"0.0563"	"12.6646"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"44"	"MLE"	"1.11721"	"-0.07867"	"-0.05673"	"-0.1307"	"0.92674"	"0.02601"	"18.84357"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"45"	"MLE"	"0.079"	"-1.18079"	"-0.85952"	"-0.2635"	"0.94691"	"0.02548"	"19.00682"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"46"	"max"	"0.1"	"-0.68491"	"-0.90176"	"-0.47936"	"0.45888"	"0.06333"	"11.72316"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"47"	"MLE"	"0.63378"	"-0.15688"	"-0.1039"	"-0.18898"	"0.88951"	"0.03276"	"16.99605"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"48"	"MLE"	"0.16982"	"-0.26383"	"-0.62437"	"-0.67084"	"0.87337"	"0.04419"	"14.60286"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"49"	"max"	"0.1"	"-0.6264"	"-0.70857"	"-0.57654"	"0.64682"	"0.05112"	"13.43741"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"50"	"max"	"0.1"	"-0.53599"	"-0.80874"	"-0.43381"	"-1.66887"	"0.08035"	"9.81976"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"51"	"max"	"0.1"	"-0.85685"	"-0.45214"	"-0.84005"	"0.49331"	"0.05913"	"12.27218"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"52"	"MLE"	"0.54004"	"-0.19859"	"-0.18572"	"-0.19379"	"0.84423"	"0.04737"	"14.04628"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"53"	"MLE"	"0.44614"	"-0.13864"	"-0.20274"	"-0.30145"	"0.95951"	"0.02053"	"20.73594"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"54"	"MLE"	"0.22358"	"-0.3602"	"-0.52556"	"-0.32304"	"0.90855"	"0.03605"	"16.23143"	NA
